id;user_id;team_id;title;description;image_url;created_at;updated_at
23;1.0;;Editorial Illustration #23;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_23.png;2023-09-13;2023-09-15
24;28.0;;UX Case Study #24;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_24.png;2025-08-08;2025-08-09
25;37.0;;Digital Art #25;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_25.png;2023-12-22;2023-12-23
26;14.0;;Creative Concept #26;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_26.png;2024-01-11;2024-01-11
27;44.0;;App Dashboard #27;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_27.png;2026-11-24;2026-11-25
28;34.0;;UX Case Study #28;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_28.png;2024-05-25;2024-05-27
29;33.0;;Character Design #29;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_29.png;2025-01-23;2025-01-25
30;3.0;;Mobile UI Kit #30;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_30.png;2026-09-03;2026-09-04
31;11.0;;Logo Reveal #31;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_31.png;2023-11-18;2023-11-21
32;9.0;;Character Loop #32;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_32.png;2026-06-07;2026-06-08
33;6.0;;Visual Experiment #33;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_33.png;2023-08-02;2023-08-03
34;50.0;;UI Micro-interaction #34;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_34.png;2023-11-22;2023-11-24
35;28.0;;Android Design #35;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_35.png;2024-07-23;2024-07-24
36;8.0;;Landing Page #36;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_36.png;2024-09-15;2024-09-17
37;1.0;;Landing Page #37;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_37.png;2023-12-19;2023-12-20
38;7.0;;Creative Process #38;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_38.png;2026-10-09;2026-10-10
39;9.0;;Interface Design #39;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_39.png;2024-05-01;2024-05-04
40;13.0;;Character Design #40;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_40.png;2024-07-12;2024-07-13
41;33.0;;Visual System #41;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_41.png;2026-09-28;2026-09-28
42;17.0;;UX Case Study #42;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_42.png;2026-03-07;2026-03-08
43;25.0;;App Onboarding #43;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_43.png;2023-06-27;2023-06-28
44;16.0;;Packaging Design #44;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_44.png;2024-06-28;2024-06-29
45;39.0;;Visual System #45;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_45.png;2026-04-13;2026-04-13
46;10.0;;Vector Illustration #46;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_46.png;2023-05-06;2023-05-07
47;22.0;;UI Micro-interaction #47;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_47.png;2025-01-27;2025-01-28
48;5.0;;Character Loop #48;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_48.png;2024-01-10;2024-01-12
49;1.0;;3D Animation #49;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_49.png;2025-07-16;2025-07-18
50;32.0;;E-commerce UI #50;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_50.png;2026-12-19;2026-12-20
51;11.0;;Visual Experiment #51;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_51.png;2026-03-22;2026-03-23
52;45.0;;Portfolio Site #52;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_52.png;2024-01-25;2024-01-26
53;49.0;;Android Design #53;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_53.png;2026-09-18;2026-09-20
54;11.0;;Icon Set #54;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_54.png;2023-05-07;2023-05-09
55;17.0;;Digital Art #55;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_55.png;2023-05-22;2023-05-22
56;43.0;;Vector Illustration #56;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_56.png;2023-06-22;2023-06-25
57;28.0;;Wireframe Kit #57;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_57.png;2023-04-08;2023-04-08
58;7.0;;Landing Page #58;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_58.png;2024-12-13;2024-12-14
59;15.0;;Mobile UI Kit #59;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_59.png;2023-07-26;2023-07-28
60;25.0;;Brand Guidelines #60;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_60.png;2026-05-29;2026-05-30
61;28.0;;Creative Process #61;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_61.png;2023-05-29;2023-06-01
62;20.0;;Visual System #62;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_62.png;2024-05-01;2024-05-03
63;33.0;;Logo Reveal #63;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_63.png;2023-10-15;2023-10-16
64;4.0;;Mobile UI Kit #64;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_64.png;2026-12-24;2026-12-27
65;49.0;;App Dashboard #65;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_65.png;2026-11-18;2026-11-20
66;37.0;;Packaging Design #66;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_66.png;2024-03-08;2024-03-10
67;48.0;;Website Redesign #67;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_67.png;2024-10-29;2024-10-30
68;4.0;;Portfolio Site #68;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_68.png;2024-04-23;2024-04-24
69;44.0;;Creative Concept #69;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_69.png;2025-02-24;2025-02-26
70;7.0;;Logo Reveal #70;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_70.png;2023-01-14;2023-01-16
71;3.0;;Design Exploration #71;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_71.png;2026-06-26;2026-06-27
72;5.0;;UI Micro-interaction #72;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_72.png;2025-06-27;2025-06-29
73;4.0;;Wireframe Kit #73;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_73.png;2023-12-07;2023-12-10
74;16.0;;Editorial Illustration #74;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_74.png;2025-06-30;2025-07-03
75;22.0;;E-commerce UI #75;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_75.png;2026-06-16;2026-06-16
76;42.0;;Design Exploration #76;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_76.png;2026-08-05;2026-08-07
77;28.0;;Logo Reveal #77;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_77.png;2024-03-23;2024-03-25
78;3.0;;App Dashboard #78;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_78.png;2026-12-24;2026-12-26
79;44.0;;User Flow #79;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_79.png;2025-10-26;2025-10-27
80;18.0;;Design Exploration #80;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_80.png;2025-05-01;2025-05-02
81;5.0;;Packaging Design #81;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_81.png;2023-04-22;2023-04-24
82;26.0;;Logo Reveal #82;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_82.png;2025-09-24;2025-09-26
83;43.0;;Packaging Design #83;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_83.png;2026-08-14;2026-08-16
84;1.0;;UX Case Study #84;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_84.png;2026-04-17;2026-04-19
85;16.0;;App Onboarding #85;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_85.png;2023-02-20;2023-02-22
86;23.0;;3D Animation #86;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_86.png;2024-07-19;2024-07-22
87;9.0;;Brand Guidelines #87;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_87.png;2023-10-14;2023-10-16
88;25.0;;Visual System #88;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_88.png;2024-06-21;2024-06-24
89;43.0;;iOS Interface #89;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_89.png;2023-10-01;2023-10-03
90;8.0;;Visual System #90;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_90.png;2026-05-19;2026-05-21
91;34.0;;Logo Reveal #91;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_91.png;2025-07-07;2025-07-09
92;48.0;;3D Animation #92;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_92.png;2023-02-04;2023-02-07
93;13.0;;Mobile UI Kit #93;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_93.png;2025-05-07;2025-05-08
94;23.0;;Brand Guidelines #94;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_94.png;2025-01-06;2025-01-07
95;44.0;;Editorial Illustration #95;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_95.png;2023-11-25;2023-11-25
96;2.0;;Brand Identity #96;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_96.png;2024-08-09;2024-08-10
97;6.0;;Brand Guidelines #97;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_97.png;2023-06-12;2023-06-14
98;1.0;;Visual System #98;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_98.png;2023-03-01;2023-03-03
99;5.0;;UX Case Study #99;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_99.png;2024-03-29;2024-03-30
100;26.0;;UX Case Study #100;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_100.png;2024-05-25;2024-05-28
101;18.0;;Icon Set #101;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_101.png;2026-01-09;2026-01-10
102;12.0;;User Flow #102;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_102.png;2025-03-26;2025-03-26
103;6.0;;Digital Art #103;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_103.png;2024-07-14;2024-07-16
104;11.0;;Mobile UI Kit #104;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_104.png;2023-07-21;2023-07-22
105;18.0;;Creative Concept #105;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_105.png;2023-03-02;2023-03-05
106;10.0;;Landing Page #106;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_106.png;2025-01-10;2025-01-12
107;20.0;;Vector Illustration #107;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_107.png;2026-12-11;2026-12-13
108;50.0;;Creative Process #108;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_108.png;2023-03-24;2023-03-27
109;6.0;;Editorial Illustration #109;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_109.png;2026-04-10;2026-04-11
110;6.0;;Logo Reveal #110;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_110.png;2024-01-31;2024-02-03
111;17.0;;Android Design #111;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_111.png;2023-12-10;2023-12-11
112;34.0;;Motion Graphics #112;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_112.png;2023-08-17;2023-08-19
113;10.0;;3D Animation #113;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_113.png;2026-09-28;2026-09-29
114;1.0;;E-commerce UI #114;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_114.png;2025-03-12;2025-03-14
115;19.0;;UX Case Study #115;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_115.png;2024-03-08;2024-03-10
116;3.0;;Motion Graphics #116;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_116.png;2026-02-13;2026-02-16
117;3.0;;Packaging Design #117;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_117.png;2023-09-18;2023-09-19
118;1.0;;Packaging Design #118;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_118.png;2026-10-18;2026-10-20
119;36.0;;Landing Page #119;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_119.png;2025-06-19;2025-06-19
120;1.0;;Art Direction #120;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_120.png;2023-10-29;2023-10-29
121;6.0;;SaaS Dashboard #121;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_121.png;2023-02-14;2023-02-15
122;2.0;;E-commerce UI #122;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_122.png;2024-08-12;2024-08-15
123;17.0;;SaaS Dashboard #123;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_123.png;2025-09-10;2025-09-11
124;7.0;;UI Micro-interaction #124;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_124.png;2024-06-13;2024-06-14
125;1.0;;Creative Concept #125;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_125.png;2023-09-17;2023-09-20
126;17.0;;Creative Process #126;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_126.png;2023-11-12;2023-11-14
127;28.0;;UI Micro-interaction #127;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_127.png;2023-09-05;2023-09-07
128;5.0;;Art Direction #128;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_128.png;2026-05-06;2026-05-08
129;25.0;;Icon Set #129;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_129.png;2024-04-07;2024-04-09
130;31.0;;Visual Experiment #130;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_130.png;2023-12-05;2023-12-05
131;2.0;;Logo Design #131;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_131.png;2024-03-31;2024-04-02
132;33.0;;3D Animation #132;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_132.png;2025-09-26;2025-09-28
133;44.0;;Character Design #133;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_133.png;2025-10-25;2025-10-27
134;26.0;;Art Direction #134;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_134.png;2026-01-02;2026-01-04
135;7.0;;3D Animation #135;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_135.png;2024-07-18;2024-07-20
136;4.0;;Wireframe Kit #136;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_136.png;2023-03-11;2023-03-12
137;16.0;;Android Design #137;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_137.png;2024-11-08;2024-11-09
138;33.0;;Icon Set #138;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_138.png;2023-12-06;2023-12-07
139;5.0;;Visual Experiment #139;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_139.png;2024-04-12;2024-04-14
140;2.0;;SaaS Dashboard #140;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_140.png;2025-12-19;2025-12-20
141;3.0;;Motion Graphics #141;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_141.png;2025-07-09;2025-07-12
142;9.0;;Vector Illustration #142;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_142.png;2026-03-13;2026-03-15
143;49.0;;Packaging Design #143;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_143.png;2026-11-26;2026-11-28
144;44.0;;App Dashboard #144;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_144.png;2025-08-25;2025-08-26
145;24.0;;UI Micro-interaction #145;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_145.png;2026-01-26;2026-01-28
146;16.0;;Android Design #146;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_146.png;2025-10-31;2025-10-31
147;2.0;;Editorial Illustration #147;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_147.png;2026-10-07;2026-10-08
148;43.0;;Character Design #148;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_148.png;2023-11-24;2023-11-27
149;43.0;;Creative Concept #149;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_149.png;2025-08-04;2025-08-04
150;29.0;;Icon Set #150;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_150.png;2026-03-18;2026-03-21
151;9.0;;Brand Identity #151;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_151.png;2024-04-16;2024-04-18
152;41.0;;Mobile UI Kit #152;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_152.png;2023-10-30;2023-11-01
153;8.0;;Portfolio Site #153;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_153.png;2026-03-18;2026-03-20
154;38.0;;Website Redesign #154;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_154.png;2026-07-27;2026-07-28
155;49.0;;Editorial Illustration #155;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_155.png;2025-08-12;2025-08-12
156;2.0;;Art Direction #156;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_156.png;2026-01-13;2026-01-14
157;6.0;;Brand Guidelines #157;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_157.png;2026-03-18;2026-03-20
158;5.0;;Landing Page #158;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_158.png;2024-12-31;2024-12-31
159;3.0;;Visual System #159;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_159.png;2023-08-06;2023-08-07
160;6.0;;Visual Experiment #160;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_160.png;2026-11-24;2026-11-27
161;47.0;;Logo Design #161;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_161.png;2026-12-26;2026-12-29
162;12.0;;Landing Page #162;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_162.png;2025-07-17;2025-07-19
163;25.0;;iOS Interface #163;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_163.png;2023-12-14;2023-12-15
164;4.0;;Digital Art #164;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_164.png;2023-10-31;2023-11-03
165;2.0;;3D Animation #165;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_165.png;2024-05-21;2024-05-23
166;11.0;;Creative Process #166;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_166.png;2025-11-28;2025-12-01
167;7.0;;iOS Interface #167;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_167.png;2026-10-18;2026-10-20
168;49.0;;App Dashboard #168;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_168.png;2023-10-25;2023-10-25
169;3.0;;Icon Set #169;Sample Illustration design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/illustration_169.png;2023-04-29;2023-05-01
170;13.0;;User Flow #170;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_170.png;2026-11-20;2026-11-22
171;14.0;;Creative Concept #171;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_171.png;2023-10-19;2023-10-21
172;6.0;;Brand Identity #172;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_172.png;2026-10-26;2026-10-26
173;30.0;;Logo Design #173;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_173.png;2026-06-11;2026-06-14
174;10.0;10.0;Visual System #174;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_174.png;2026-05-24;2026-05-25
175;44.0;;Interface Design #175;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_175.png;2025-05-30;2025-06-01
176;8.0;8.0;Creative Concept #176;Sample Other design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/other_176.png;2026-04-16;2026-04-17
177;13.0;;UX Case Study #177;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_177.png;2023-06-24;2023-06-25
178;7.0;7.0;Website Redesign #178;Sample Web Design design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/web_design_178.png;2026-05-16;2026-05-19
179;44.0;;Brand Identity #179;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_179.png;2024-08-27;2024-08-29
180;39.0;;Packaging Design #180;Sample Branding design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/branding_180.png;2023-04-09;2023-04-10
181;33.0;;Motion Graphics #181;Sample Animation design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/animation_181.png;2024-03-17;2024-03-20
182;48.0;;UX Case Study #182;Sample UIUX design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/uiux_182.png;2026-01-10;2026-01-12
183;10.0;10.0;App Onboarding #183;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_183.png;2025-02-28;2025-03-02
184;44.0;;iOS Interface #184;Sample Mobile App design showcase. Created with passion and precision.;https://cdn.dribbble.com/shots/mobile_app_184.png;2025-07-24;2025-07-26
